"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","09","NOGC","NOGC0039F","","","","","24","09","NOGC","NOGC0039F","","","24","09","25","1","30","PM","01","22","2","0","0","","GRETNA","0.5","22","92","2","1","003","E","HYGB","3","1110","7","Y","72","1","002.92","2","CALX","001026","036","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","2","0","0","20000","6000","T314","","0","0","0","0","T314","2","1","003","26000","","22C051","0","000000","0","1","0","1","1","04","30","04","30","1","5","","Cl","","","","338","","2024","0","0","0","0","0","0","JEFFERSON","051","00","00","","N","2220","1","HYGB WAS BUILDING THE KINDER MORGAN TRAIN. CREW MADE A COUPLE IN TRACK 72 AND SHOVED BACK A 1/2 CAR.","THE CONDUCTOR MADE A CUT AND SENT THE TRAIN TO THE BRAKEMAN AT TRACK 71. THE CONDUCTOR WAS WALKING","BACK TO GET AIR HOSE ON 72 WHEN HE HEARD A NOISE ANDS SAW THE LAST TWO RAILCARS ON THE GROUND. HE IN","FORMED THE ENGINEER TO STOP THE TRAIN.","","","","","","","","","","","","0","29.937977","-90.053083","2","5","K","","","WESTWEGO",
"24","05","UP","0524GC005","","","","","24","05","XRPO","INDUSTRY","","","24","05","03","1","25","PM","12","0","0","0","0","","SULPHUR","233.65","22","67","2","3","005","E","MBTL","3","713","1","Y","YARD 104","1","","2","EQUX","019700","015","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","4","0","0","25639","0","H999","","0","0","0","0","H999","2","1","005","25639","","22C019","0","000000","0","1","0","1","0","09","25","09","25","1","5","","CL","","","","337","","2024","0","0","0","0","0","0","CALCASIEU","019","","","","N","934","2","THE MBTLK-03 WAS PULLING EAST INTO TRACK 104 IN BRIMSTONE SITT YARD, WHEN RAILPROS SWITCHER TRAVELIN","G WEST ON THE SWITCHING LEAD FAILED TO STOP AND SIDESWIPED THE REAR OF THE FIRST CAR BEHIND THE LOCO","MOTIVE (UP8227) AND THE NEXT TWO CARS FOLLOWING BEFORE STOPPING, WHICH RESULTED IN FOUR CARS BEING D","ERAILED. **INDUSTRY MAINTAINS TRACK**","","","","","","","","","","","","0","30.237232","-93.463592","2","5","K","","","LAFAYETTE SUB",
"24","05","UP","0524GC031","","","","","24","05","UP","0524GC031","","","24","05","24","4","50","AM","12","0","0","0","0","","LOTTIE","112.5","22","76","1","2","001","E","","2","34","5","N","YARD 035","1","","2","TILX","161502","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2626","0","S016","","0","0","0","0","S016","2","1","006","203139","","22C077","0","000000","0","0","0","0","0","","","","","3","5","","CL","","","","894","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","45","0","THE UTR33-23 WAS TRIMMING CARS FROM TRACK 35 AND AT THE SAME TIME CARS WERE BEING HUMPED INTO TRACK","34 FROM THE OPPOSITE SIDE OF THE BOWL. AS CARS WERE BEING HUMPED INTO 34 TRACK, THE TILX161502 WAS P","USHED THROUGH THE RETARDER ON THE SOUTH END OF THETRACK, STRIKING THE ECUX860616. UTR22-23 WAS APPRO","XIMATELY 25 CARS AWAY FROM THIS INCIDENT, USING A RCL PULLBACK ZONE, AND WAS UNAWARE OF THE INCIDENT",". THE EMPLOYEE INITIATED MOVEMENT SOUTH PULLING THE TRACK, WHICH CAUSED THE SUBSEQUENT 21 CARS TO BE","RAKED AGAINST THE CAR FROM 34 TRACK, UNTIL A DERAILMENT OCCURRED, STOPPING THE MOVEMENT. INVESTIGAT","ION REVEALED THAT THE WHEEL DETECTOR OF THE TANGENT RETARDER IN TRACK 34 DID NOT DETECT THE CARS DUE","TO A COMPUTER (SIGNAL) COMPONENT THAT CAUSED THERETARDERS TO NOT ENGAGE, RESULTING IN THE RETARDER","REMAINING IN THE REST POSITION, ALLOWING FOR CARS TO MOVE THROUGH IT WITH NO RETARDING EFFORT.","","","","","","","0","30.526493","-91.554598","2","5","L","","","LIVONIA SUB",
"24","05","UP","0524GC031","","","","","24","05","UP","0524GC031","","","24","05","24","4","50","AM","12","0","0","0","0","","LOTTIE","112.5","22","76","1","2","006","E","UTR3","2","1681","7","Y","YARD 035","1","","2","ECUX","860616","003","N","","","000","","2","0","0","0","0","0","0","0","0","0","10","0","10","0","0","0","0","0","0","0","200513","0","S016","","0","0","0","0","S016","2","1","006","203139","","22C077","0","000000","0","1","0","0","0","05","50","","","1","5","","CL","","","","894","","2024","0","0","0","0","0","0","POINTE COUPEE","077","","","","N","1145","1","THE UTR33-23 WAS TRIMMING CARS FROM TRACK 35 AND AT THE SAME TIME CARS WERE BEING HUMPED INTO TRACK","34 FROM THE OPPOSITE SIDE OF THE BOWL. AS CARS WERE BEING HUMPED INTO 34 TRACK, THE TILX161502 WAS P","USHED THROUGH THE RETARDER ON THE SOUTH END OF THETRACK, STRIKING THE ECUX860616. UTR22-23 WAS APPRO","XIMATELY 25 CARS AWAY FROM THIS INCIDENT, USING A RCL PULLBACK ZONE, AND WAS UNAWARE OF THE INCIDENT",". THE EMPLOYEE INITIATED MOVEMENT SOUTH PULLING THE TRACK, WHICH CAUSED THE SUBSEQUENT 21 CARS TO BE","RAKED AGAINST THE CAR FROM 34 TRACK, UNTIL A DERAILMENT OCCURRED, STOPPING THE MOVEMENT. INVESTIGAT","ION REVEALED THAT THE WHEEL DETECTOR OF THE TANGENT RETARDER IN TRACK 34 DID NOT DETECT THE CARS DUE","TO A COMPUTER (SIGNAL) COMPONENT THAT CAUSED THERETARDERS TO NOT ENGAGE, RESULTING IN THE RETARDER","REMAINING IN THE REST POSITION, ALLOWING FOR CARS TO MOVE THROUGH IT WITH NO RETARDING EFFORT.","","","","","","","1","30.526493","-91.554598","2","5","L","","","LIVONIA SUB",
"24","10","UP","1024GC019","","","","","24","10","UP","1024GC019","","","24","10","18","7","14","AM","01","36","8","0","0","","DONALDSONVILLE","62.99","22","45","2","1","027","R","MNOL","1","10033","1","Y","SIDING 121","3","","3","ACFX","058855","003","Y","","","000","","2","0","0","0","0","0","0","0","0","0","54","0","96","0","0","11","0","6","0","0","1343066","91036","T202","","0","0","0","0","T202","3","3","027","1434102","","22C005","0","000000","0","1","0","1","0","05","14","05","14","1","5","","CL","","","","204","","2024","0","0","0","0","0","0","ASCENSION","005","","","","N","9094","2","THE MNOLIB-17 WAS TRAVELING NORTHBOUND AT 26 MPH IN THROTTLE 7 WHILE TRAVERSING THE MAIN TO SIDING,","WHEN THE TRAIN DERAILED 17 CARS. THE CAUSE WAS FOUND TO BE A BROKEN RAIL ON THE WEST RAIL OF THE SID","ING.","","","","","","","","","","","","","0","30.084806","-90.969144","1","1","Q","","","LIVONIA SUB",
"24","12","IC","1717509","","","","","24","12","CARG","INDUSTRY","","","24","12","08","10","38","AM","12","0","0","0","0","","RESERVE","419.5","22","62","2","2","003","E","G886","1","14650","1","Y","TRACK 3","1","","4","CN","114948","048","Y","","","000","","2","0","0","0","0","0","0","0","0","0","85","0","109","0","0","0","0","0","0","0","10000","2000","H302","","0","0","0","0","H302","4","1","003","81888","","22C095","0","000000","0","1","0","1","0","09","30","09","30","1","5","","Cl","","","","463","","2024","0","0","0","0","0","0","ST JOHN THE BAPTIST","095","00","00","","N","11468","1","THE CREW WAS SPOTTING TACKS 1 AND 2, THEN MADE A CUT AT THE NORTH END OF TRACK 2. THEY SEPERATED THE","CUT AND MOVED IT OVER THE SWITCH. THE CONDUCTOR THEN ALIGNED THE SWITCH FOR TRACK 3 AND BEGAN TO SH","OVE TRACK 3. AS THE MOVEMENT PROCEEDED, THE CONDUCTOR NOTICED THAT CARS ON TRACK 2 WERE LEFT IN THE","FOUL AND ALERTED THE ENGINEER TO STOP. HOWEVER, BEFORE THE TRAIN COULD HALT, IT COLLIDED WITH CAR CI","TX702182, RESULTING IN THE CAR DERAILING AND THE RAIL BREAKING.","","","","","","","","","","","0","30.059933","-90.589423","2","5","","","","BATON ROUGE",
"24","12","UP","1224GC009","","","","","24","12","UP","1224GC009","","","24","12","10","9","54","AM","01","0","0","0","0","","MARINGOUIN","111.0","22","65","2","3","007","E","UTR1","2","3894","7","Y","YARD 102","1","","2","TTGX","852865","008","N","","","000","","2","0","0","0","0","0","0","0","0","0","16","0","42","0","0","0","0","5","0","0","110671","7100","T001","","0","0","0","0","T001","2","1","007","117771","","22C047","0","000000","0","1","0","0","0","02","54","","","1","5","","CL","","","","1056","","2024","0","0","0","0","0","0","IBERVILLE","047","","","","N","4325","1","THE UTR15-10 WAS IN THE PROCESS OF DOUBLING TRACKS TOGETHER ON THE 102 EAST TRIM LEAD. DURING THIS T","IME, CAR TTGX691505 DERAILED ON THE LEAD, DROPPING IN BETWEEN THE GAUGE OF THE RAIL, WHILE THE CUT O","F CARS WAS BEING SHOVED IN A NORTHWARD DIRECTION.THE CAR PROCEEDED TO MOVE WEST, CAUSING TRACK DAMAG","E FOR APPROXIMATELY 880 FEET, BEFORE THE CARS RE-RAILED WHILE NEGOTIATING A YARD CROSSING. THE UTR15","HAD ADDED 7 ADDITIONAL CARS TO THE CONSIST AND PULLED SOUTHWARD, PLANNING ON ADDING ANOTHER TRACKOF","CARS TO HIS TRAIN. AFTER PULLING SOUTH, THE UTR15 CHANGED DIRECTIONS AND WAS IN THE PROCESS OF PICK","ING UP HIS FINAL TRACK OF CARS. DURING THIS SHOVE MOVE, CAR TTGX922026 DERAILED AT A LOCATION WHERE","THE INITIAL DERAILED CAR DAMAGED THE TRACK WHILETRAVERSING DERAILED. THE CAR THEN TRAVERSED NORTHWAR","D DOWN TRACK 102 APPROXIMATELY 920 FEET UNTIL IT ENGAGED THE FIRST SWITCH, WHICH CAUSED THE DERAILED","CAR TO DIVERGE THROUGH THE TURNOUT INCORRECTLY. THE TTGX922026 ROLLED ON ITS SIDE, SUBSEQUENTLYCAUS","ING 3 ADDITIONAL CARS TO DERAIL AND ROLL ON THEIR SIDES.","","","","","1","30.509954","-91.537752","2","5","L","","","LIVONIA SUB",
"24","11","WIRS","241104001","","","","","24","11","WIRS","241104001","","","24","11","04","7","40","PM","12","10","2","0","0","","HAHNVILLE","1","22","75","3","1","005","R","STCN","1","653","7","Y","TRACK 110","X","","4","TILX","240018","015","N","","","000","","1","0","0","0","0","0","0","0","0","0","1","0","13","0","0","0","0","4","0","0","98992","853","H211","H401","0","0","0","0","H211","4","X","005","146269","","22C089","0","000000","0","1","0","1","1","03","10","03","10","3","5","","0","","","","627","","2024","0","0","0","0","0","0","ST CHARLES","089","","","","N","750","1","THE STCN2 CREW, TRAVELING SOUTH OUT OF SPU RACK ONTO TRACK 225, BEFORE SHOVING NORTH WITH INTENTION","TO PULL NORTH END OF TAFT (RACKS 1 & 3), IMPACTED THE STCN1 CREW AT SWITCH #59 WHOM WERE SHOVING NOR","TH ON TRACK 110 TOWARDS TAFT STORAGE YARD.  THE STCN1 CREW WAS GIVEN THE BOUNDARY TO PROCEED WITH TH","EIR MOVE FROM PORT YARD TO THE TAFT STORAGE YARD, HOWEVER THE STCN2 CREW WAS NOT NOTIFIED OF THE STC","N1 CREW'S PRESENCE.  BOTH CONDUCTOR AND BRAKEMAN ON STCN2 CREW WERE STILL AT SPU RACK AS THEIR CONSI","ST WAS DRAGGING OUT.  BOTH CONDUCTOR AND BRAKEMAN ON STCN1 CREW WERE ON BOTTOM CAR OF THEIR CONSIST","PROVIDING POINT PROTECTION.","","","","","","","","","0","29.975581","-90.44476","2","5","K","","","SYSTEM",
"24","11","WIRS","241104001","","","","","24","11","WIRS","241104001","","","24","11","04","7","40","PM","12","16","0","0","0","","HAHNVILLE","1","22","75","3","1","000","R","STCN","2","2389","7","Y","TRACK 220","X","","4","WFRX","000564","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","17","0","5","0","0","0","0","0","0","0","46008","416","H211","H401","0","0","0","0","H211","4","X","005","146269","","22C089","0","000000","0","1","0","1","1","03","10","03","10","1","5","","0","","","","624","","2024","0","0","0","0","0","0","ST CHARLES","089","","","","N","1100","1","THE STCN2 CREW, TRAVELING SOUTH OUT OF SPU RACK ONTO TRACK 225, BEFORE SHOVING NORTH WITH INTENTION","TO PULL NORTH END OF TAFT (RACKS 1 & 3), IMPACTED THE STCN1 CREW AT SWITCH #59 WHOM WERE SHOVING NOR","TH ON TRACK 110 TOWARDS TAFT STORAGE YARD. THE STCN1 CREW WAS GIVEN THE BOUNDARY TO PROCEED WITH THE","IR MOVE FROM PORT YARD TO THE TAFT STORAGE YARD, HOWEVER THE STCN2 CREW WAS NOT NOTIFIED OF THE STCN","1 CREW'S PRESENCE. BOTH CONDUCTOR AND BRAKEMAN ON STCN2 CREW WERE STILL AT SPU RACK AS THEIR CONSIST","WAS DRAGGING OUT. BOTH CONDUCTOR AND BRAKEMAN ON STCN1 CREW WERE ON BOTTOM CAR OF THEIR CONSIST PRO","VIDING POINT PROTECTION.","","","","","","","","","0","29.975581","-90.44476","2","5","K","","","SYSTEM",
"24","10","UP","1024GC010","","","","","24","10","UP","1024GC010","","","24","10","10","7","13","PM","01","14","4","0","0","","KINDER","660.6","22","75","3","1","005","E","LLJ6","2","6346","1","Y","SINGLE MAIN TRACK","4","4.0","1","IARX","212204","029","Y","","","000","","1","0","0","0","0","0","0","0","0","0","48","0","2","0","0","4","0","0","0","0","7094","0","H701","","0","0","0","0","H701","1","4","005","7094","","22C003","0","000000","0","1","0","1","0","03","08","03","08","1","5","","CL","","","","568","","2024","0","0","0","0","0","0","ALLEN","003","00","00","","N","3383","2","CREW ON LLJ61-10 GETS AUTHORITY TO DEPART KINDER, LA SOUTHBOUND WHEN CREW PULLS SOUTH OUT OF TRACK #","13 IN KINDER YARD ACROSS INTERLOCKER AND PAST THE SPRING SWITCH SOUTH OF INTERLOCKER. THE CONDUCTOR","THEN STOPS MOVE ONCE TRAIN CLEAR OF 13 TRACK, LINES SWITCH FOR MAIN TRACK AND PROCEEDS TO HAVE ENGIN","EER SHOVE BACK TO CLEAR CROSSINGS AND FOR HIM TO GET ON HEADEND OF TRAIN. THE CONDUCTOR DOESN'T REAL","IZE THE SWITCH SOUTH OF INTERLOCKER IS A SPRING SWITCH AND ENGINEER DOESN'T ASK IF THE TRAIN HAS CLE","ARED THE SPRING SWITCH AND SHOVES BACK, CAUSING FOUR CARS TO DERAIL.","","","","","","","","","","0","30.49205","-92.844889","2","3","L","","","LAKE CHARLES SUB",
"24","05","BNSF","CH0524108","","","","","24","05","BNSF","CH0524108","","","24","05","12","2","8","PM","12","0","0","0","0","","GALESBURG","164.9","17","75","2","1","014","E","YGAL","3","7634","7","Y","2016","2","0","2","RGCX","038138","022","Y","","","000","","3","0","0","0","0","0","0","0","0","0","61","0","28","0","0","0","0","0","0","0","80000","0","M407","","0","0","0","0","M407","2","2","014","80000","","17C095","0","000000","0","0","0","1","1","","","06","38","1","4","","1","","","","351","","2024","0","0","0","0","0","0","KNOX","095","","","","N","5963","2","Y-GAL1012-12A WAS IN THE PROCESS OF HUMPING RAILCARS AND A CUT OF CARS WENT OVERSPEED AND STRUCK ANO","THER RAILCAR DUE TO M407 - AUTOMATIC HUMP RETARDER FAILED TO SUFFICIENTLY SLOW CAR DUE TO FOREIGN MA","TERIAL ON WHEELS OF CAR BEING HUMPED.    07/10/2024 PER RAILROAD #49B THERE WERE NO CREW MEMBERS IN","THE CAB OF THE LOCOMOTIVE REMOTE CONTROL OPERATION.","","","","","","","","","","","","3","40.910731","-90.383392","2","5","K","","","BROOKFIELD",
"24","04","ALS","0424AS011","","","","","24","04","ALS","0424AS011","","","24","04","18","2","5","AM","01","4","0","0","0","","EAST ST LOUIS","2.5","17","59","4","1","007","E","YAS3","4","9023","7","Y","YARD 175","1","","2","TTRA","371029","023","N","","","000","","2","0","0","0","0","0","0","0","0","0","67","0","23","0","0","1","0","3","0","0","19865","0","H506","","0","0","0","0","H506","2","1","007","20468","","17C163","0","000000","0","2","0","0","0","03","05","","","1","6","","Cl","","","","196","","2024","0","0","0","0","0","0","ST CLAIR","163","00","00","","N","5940","2","WHILE DOUBLING OUT TO 175 TRACK, THE YAS321-18 JOB DERAILED TTRX371029 IN THE WEST END CURVE, WHEEL","OFF THAT DERAILMENT STRUCK THE UP1887 ON 4 TRACK, CAUSING DAMAGE INCLUDING A RUPTURED FUEL TANK.","","","","","","","","","","","","","","3","38.599206","-90.152492","2","5","K","","","ALTON & SOUTHERN GAT",
"24","04","ALS","0424AS011","","","","","24","04","ALS","0424AS011","","","24","04","18","2","5","AM","01","0","0","0","0","","EAST ST LOUIS","2.5","17","59","4","1","000","E","UP 1","4","0","8","N","YARD 175","1","","2","UP","001887","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","603","0","H506","","0","0","0","0","H506","2","1","007","20468","","17C163","0","000000","0","0","0","0","0","","","","","3","6","","Cl","","","","196","","2024","0","0","0","0","0","0","ST CLAIR","163","00","00","","N","75","0","WHILE DOUBLING OUT TO 175 TRACK, THE YAS321-18 JOB DERAILED TTRX371029 IN THE WEST END CURVE, WHEEL","OFF THAT DERAILMENT STRUCK THE UP1887 ON 4 TRACK, CAUSING DAMAGE INCLUDING A RUPTURED FUEL TANK.","","","","","","","","","","","","","","0","38.599206","-90.152492","2","5","K","","","ALTON & SOUTHERN GAT",
"24","05","ALS","0524AS006","","","","","24","05","ALS","0524AS006","","","24","05","25","9","28","PM","01","0","0","0","0","","EAST ST LOUIS","3.98","17","70","4","2","002","E","YR21","3","5080","7","Y","YARD 150","1","","2","BKTY","151248","047","N","","","000","","2","0","0","0","0","0","0","0","0","0","25","0","45","0","0","0","0","2","0","0","10714","1830","T403","","0","0","0","0","T403","2","1","002","12544","","17C163","0","000000","0","2","0","0","0","06","58","","","1","6","","Cl","","","","293","","2024","0","0","0","0","0","0","ST CLAIR","163","","","","N","4788","2","THE YR211-25 WAS SHOVING TRACK 132 TO THE HUMP. THEY HUMPED APPROXIMATELY 8 CARS BEFORE THE NORTH OP","ERATOR CALLED DOWN TO THE CREW TO HOLD UP HUMPING. THE BKTY151248 EXPERIENCED A WHEEL LIFT, CAUSING","IT AND THE CAR BEHIND IT, ETTX703379, TO DERAIL. POD WAS ON THE FROG OF THE CROSSOVER SWITCH.","","","","","","","","","","","","","3","38.584195","-90.134912","2","5","L","","","ALTON & SOUTHERN GAT",
"24","05","TSWS","05192024","24","05","UP","0525PR015","24","05","TSWS","05192024","","","24","05","19","12","5","AM","12","0","0","0","0","","JOLIET","40","17","70","4","1","008","E","JOB","2","7598","1","Y","404","2","99999","2","DTTX","723125","111","Y","","","000","Y","2","0","0","0","0","0","0","0","0","0","111","0","0","0","0","1","0","0","0","0","75000","10000","H301","H306","0","0","0","0","H301","2","2","008","192662","","17C197","0","000000","0","1","0","1","0","05","","05","","1","4","","3","","","","346","","2024","0","0","0","0","0","0","WILL","197","00","00","","N","7698","1","JOB 3 CONDUCTOR TIED ONTO TRACK 404 INSTEAD OF TRACK 403 AND SHOVED BACK APPROX 300 FEET. THIS RESUL","TED IN THE NORTH CAR ON TRACK 404 SIDE SWIPING THE OUTBOUND IG4LB 18. WHEN THE IMPACT HAPPENED AND T","HE CAR IN 404 MADE CONTACT WITH THE OUTBOUND TRAIN IT DERAILED THE NORTH CAR IN TRACK 404 AND DAMAGE","D 58 LADDERS ON THE WELL CARS ON THE IG4LB 18.","","","","","","","","","","","","0","41.480853","-88.102033","2","5","","","","JOLIET",
"24","06","UP","0624PR015","","","","","24","06","UP","0624PR015","","","24","06","29","12","40","AM","01","0","0","0","0","","MELROSE PARK","12.4","17","64","4","2","006","E","MPRN","3","8253","1","Y","YARD 333","1","","2","TTGX","851014","026","Y","","","000","","2","0","0","0","0","0","0","0","0","0","17","0","7","0","0","1","0","0","0","0","5285","241632","M101","","0","0","0","0","M101","2","1","006","246917","","17C031","0","000000","0","1","0","0","1","03","10","","","1","4","","CL","","","","623","","2024","0","0","0","0","0","0","COOK","031","","","","N","8748","2","WHILE BUILDING THE MPRNL-29 AT THE EAST END OF YARD FOUR, THE CREW WAS PULLING THE HEAD TRACK OUT OF","YARD FOUR TRACK 333. WHEN THE LAST CAR OF THE CUT (CAR #24) IT WAS NOTICED THAT THE REAR AXLE WAS O","N THE GROUND DRAGGING THE REAR SET OF WHEELS ALONGWITH THE RIGGING. UPON CLOSER INSPECTION IT WAS NO","TICED THAT THE EQUIPMENT HAD BEEN ON THE GROUND DRAGGING FOR ROUGHLY HALF THE TRACK DAMAGING TIES. T","IE PLATES, AND ULTIMATELY COMING TO REST AT THE EAST END OF 04/333 ON TOP OF THE LEAD SWITCH. THEREW","AS OBSERVED DAMAGE TO THE SWITCH, AS WELL DAMAGE TO THE TRACK ITSELF. CAUSE DETERMINED TO BE TRACK D","EBRIS BETWEEN THE RAIL.","","","","","","","","","0","41.894496","-87.877694","2","5","K","","","PROVISO YARD",
"24","02","IC","1145031","24","02","ATK","178424","24","02","IC","1145031","","289165Y","24","02","14","6","5","PM","07","0","0","0","0","","NEOGA","187.5","17","46","3","1","000","","","","0","","","SINGLE MAIN TRACK","4","44.47","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M302","","0","0","1","0","M302","1","4","079","15721","","17C173","0","000000","0","0","0","0","0","","","","","2","4","","Cl","","","","152","","2024","0","0","0","0","0","0","SHELBY","173","","","","","","","A VEHICLE AT A PRIVATE CROSSING WAS INVOLVED IN A COLLISION WITH NORTHBOUND AMTRAK TRAIN P39291-14.","THE OPERATOR OF THE VEHICLE WAS PRONOUNCED DECEASED.","","","","","","","","","","","","","","","39.277483","-88.472424","1","1","Q","","","CHAMPAIGNE",
"24","06","DREI","240612002","","","","","24","06","DREI","240612002","","","24","06","12","7","40","AM","01","0","0","0","0","","DECATUR","276.6","17","72","1","1","002","R","DREI","4","2191","7","Y","TRACK 4","1","","2","CSXT","250645","037","Y","","","000","","2","0","0","0","0","0","0","0","0","0","11","0","24","0","0","1","0","0","0","0","10251","3852","T319","","0","0","0","0","T319","2","1","002","14103","","17C115","0","000000","0","1","0","1","1","","40","","40","1","4","","3","","","","407","","2024","0","0","0","0","0","0","MACON","115","","","","N","2233","1","ON 6/12/2024, AT APPROXIMATELY 7:40AM, DREI100 PULLED OUT 4 TRACK TO DELIVER TO THE NS.  AFTER PULLI","NG ROUGHLY 6 CAR LENGTHS, THE REAR CAR PICKED THE 4/5 SWITCH ON THE EAST END, DERAILED AND WENT INTO","EMERGENCY.  UPON FURTHER INSPECTION OF THE CARS, THEY FOUND THE REAR CAR HAD DERAILED AND TIPPED ON","ITS SIDE.  ALL MOVEMENT WAS STOPPED AND DREI MANAGEMENT WAS NOTIFIED.  NO INJURIES AND NO HAZMAT IN","VOLVED.","","","","","","","","","","","0","39.847532","-88.934312","2","5","K","","","DECATUR",
"24","05","ATK","180150","","","","","24","05","BNSF","CH0524103","","","24","05","09","8","53","AM","09","0","0","0","0","","MENDOTA","0083.4","17","55","2","1","040","E","380","3","0","2","Y","MAIN TRACK 1","4","0","1","IDTX","004630","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","17889","0","M404","","0","2","0","2","M404","1","5","040","17889","","17C099","2","000000","0","1","0","1","2","03","31","03","31","1","4","","6","","","","332","","2024","0","0","0","2","0","0","LA SALLE","099","","","","Y","413","1","Train 380(09) E/ID4630, C/ID4210, C/4103, C/4010, C/43351 struck a tree at MP83.4 on the BNSF Mendot","a Subdivision, 1 mile west of Mendota Station. E/ID4630 reported with mirror damage. All other cars","in the consist were reported with broken windows.Once window in the Café C/43351 was reported pushed","in and on the floor of the car.","","","","","","","","","","","","0","41.547059","-89.11806","1","1","","","","MENDOTA",
"24","04","BRC","14758","","","UP","","24","04","BRC","14758","","","24","04","04","2","0","PM","05","0","0","0","0","","BEDFORD PARK","9","17","42","2","1","000","E","","1","0","","","WEST LEG WYE-HUMP","1","","2","TTGX","940950","006","Y","","","000","","2","0","0","0","0","0","0","0","0","0","112","0","36","0","0","0","0","0","0","0","31270","0","H210","H399","0","0","0","0","H210","2","1","000","31712","","17C031","0","000000","0","0","0","0","0","","","","","3","4","","3","","","","862","","2024","0","0","0","0","0","0","COOK","031","","","","N","9609","2","FOREIGN CREW: UNION PACIFIC TRAIN UP-MCHCB.03, WITH A 2 ENGINE CONSIST, UP 6889/UP5721 WAS YARDING T","HEIR TRAIN ON 02WREC TRACK, WITH 112 LOADS/36 EMPTIES, 15,348 TONS, AND 9609 FEET, WAS GIVEN YARDING","INSTRUCTION BY BRC YARDMASTER, TO USE THE SOUTH THOROUGHFARE FOR HEADROOM, AND TO SET OVER THE BALA","NCE OF TRAIN TO 07 WREC TRACK.  AS THE UP-MCHCB.03 APPROACHED THE WEST LEG OF THE WYE, A SWITCH WAS","LINED TO GO UNDER THE HUMP AND THE CREW FAILED TO STOP AND ALIGNED SWITCH FOR THE SOUTH THOROUGHFARE",", AS INSTRUCTED BY THE BRC YARDMASTER.  THE ROUTE THE CREW WENT HAS A HEIGHT RESTRICTION UNDER THE H","UMP WHICH RESTRICTS THE HEIGHT OF CERTAIN RAILCARS WHICH INCLUDES AUTO RACK HEIGHT.  IN THE TRAIN CO","NSIST, 6 RAILCARS DEEP WAS AN AUTO RACK (TTGX 940950) LOADED WITH VEHICLE THAT STRUCK THE OVERHEAD B","RIDGE UNDER THE HUMP CAUSING DAMAGE TO EQUIPMENT AND VEHICLES.","","","","","","","","41.464","-87.4545","2","5","K","Z","","SYSTEM",
